x0,y0,x1,y1,Label,run
1096331333332.7155,-3398.126783799682,1096331667444.3663,4584.58599458006,,pkd_sao_test_00.h5/PKD/001/hx
1096333628267.8457,-3403.5300867552214,1096334230192.9263,4831.372040904354,,pkd_sao_test_00.h5/PKD/001/hx
